source,target,value
1110,1800107656,13
1110,1800020507,13
1111,1808405325,13
1111,1804516780,13
1111,1800024398,13
1111,1800023777,13
1111,1800043163,13
1112,1800353825,13
1112,1804329632,13
1112,1800023786,13
1112,1800229750,13
1112,1800025371,13
1113,1800020267,13
1113,1802814933,13
1113,1800025366,13
1113,1800182038,13
1113,1807812170,13
1114,1800419889,13
1114,1800019214,13
1114,1800192965,13
1114,1800234527,13
1114,1800353749,13
1115,1800198675,13
1115,1804383671,13
1115,1800019304,13
1115,1807645166,13
1115,1800021290,13
1116,1800341693,13
1116,1800048705,13
1116,1800137412,13
1116,1802814933,13
1116,1802834401,13
1117,1800037921,13
1117,1800019304,13
1117,1800244920,13
1117,1800022106,13
1117,1800137971,13
1118,1800233344,13
1118,1800093038,13
1118,1800182293,13
1118,1800223031,13
1118,1800174285,13
1119,1800024275,13
1119,1800020345,13
1119,1800233344,13
1119,1800363151,13
1119,1808396403,13
1120,1800088651,13
1120,1800019257,13
1120,1800361191,13
1120,1807537518,13
1120,1800071790,13
1121,1804707629,13
1121,1800228066,13
1121,1800064784,13
1121,1804383744,13
1121,1800245829,13
1122,1802761123,13
1122,1804408964,13
1122,1807426893,13
1122,1800021339,13
1122,1800248377,13
1123,1800114768,13
1123,1808396034,13
1123,1800119695,13
1123,1808405308,13
1123,1808404010,13
1124,1800024816,13
1124,1800108522,13
1124,1800195659,13
1124,1800040961,13
1124,1804383671,13
1125,1800245898,13
1125,1800350475,13
1125,1808403981,13
1125,1800021319,13
1125,1807761085,13
1126,1804749968,13
1126,1800018623,13
1126,1808411996,13
1126,1804365319,13
1126,1800228066,13
1127,1800223031,13
1127,1808411996,13
1127,1800361191,13
1127,1804133346,13
1127,1808405164,13
1128,1800111258,13
1128,1800074038,13
1128,1800155161,13
1128,1800128578,13
1128,1800261957,13
1129,1800099328,13
1129,1800103151,13
1129,1800071965,13
1129,1800035718,13
1129,1800114635,13
1130,1800060404,13
1130,1800252796,13
1130,1802834401,13
1130,1800244920,13
1130,1800233344,13
1131,1800233344,13
1131,1800070006,13
1131,1800082735,13
1131,1800025607,13
1131,1804383575,13
1132,1800256439,13
1132,1803453994,13
1132,1800107656,13
1132,1800353545,13
1132,1807776067,13
1133,1800018933,13
1133,1800024026,13
1133,1800350475,13
1133,1800057086,13
1133,1802761123,13
1134,1807859468,13
1134,1802821120,13
1134,1808491635,13
1134,1800228066,13
1134,1800195748,13
1135,1800215431,13
1135,1800025551,13
1135,1807426893,13
1135,1808405048,13
1135,1800228066,13
1136,1800243088,13
1136,1800071079,13
1136,1804094932,13
1136,1800182364,13
1136,1800028321,12.630602
1137,1800195659,13
1137,1800103151,13
1137,1804383582,13
1137,1804861092,13
1137,1800103039,13
1138,1800159233,13
1138,1800143814,13
1138,1804383744,13
1138,1804383564,13
1138,1802761123,13
1139,1800340805,13
1139,1800019337,13
1139,1802958072,13
1139,1800233344,13
1139,1800223031,13
1140,1804126078,13
1140,1800223031,13
1140,1800256104,13
1140,1800340322,13
1140,1807426893,13
1141,1800253724,13
1141,1800064784,13
1141,1800020345,13
1141,1800182038,13
1141,1800062169,13
1142,1800192923,13
1142,1800019111,13
1142,1800088353,13
1142,1800022106,13
1142,1800191133,13
1143,1802761123,13
1143,1800317050,13
1143,1800112611,13
1143,1807428622,13
1143,1800353571,13
1144,1808405325,13
1144,1800353749,13
1144,1804329632,13
1144,1800353545,13
1144,1800025371,13
1145,1800061638,13
1145,1800253724,13
1145,1808455533,13
1145,1800223031,13
1145,1807645166,13
1146,1800024141,13
1146,1800350475,13
1146,1800112611,13
1146,1800228066,13
1146,1808405048,13
1147,1808405164,13
1147,1800223031,13
1147,1800035407,13
1147,1800182364,13
1147,1804861092,13
1148,1807645891,13
1148,1802761123,13
1148,1807426886,13
1148,1800143783,13
1148,1800102975,13
1149,1800183448,13
1149,1800204320,13
1149,1808448766,13
1149,1800022096,13
1149,1807816315,13
1150,1800025551,13
1150,1800025371,13
1150,1800019042,13
1150,1800022106,13
1150,1800111258,13
1151,1807565371,13
1151,1800172505,13
1151,1800022843,13
1151,1800118316,13
1151,1800223031,13
1152,1800019665,13
1152,1800022229,13
1152,1800229750,13
1152,1807657647,13
1152,1800228066,13
1153,1800223031,13
1153,1800353545,13
1153,1800114768,13
1153,1800025551,13
1153,1800022746,13
1154,1800233344,13
1154,1802814933,13
1154,1800072614,13
1154,1800064784,13
1154,1807455538,13
1155,1808489630,13
1155,1807428940,13
1155,1808411942,13
1155,1800234527,13
1155,1808466547,13
1156,1804329632,13
1156,1800229750,13
1156,1800018810,13
1156,1800025371,13
1156,1800228066,13
1157,1800103151,13
1157,1808439335,13
1157,1808411996,13
1157,1807426890,13
1157,1800194750,13
1158,1807438889,13
1158,1808405164,13
1158,1800340322,13
1158,1804476721,13
1158,1800223031,12.833333
1159,1800020133,13
1159,1808411996,13
1159,1804383671,13
1159,1800025551,13
1159,1800233344,13
1160,1800057265,13
1160,1800223031,13
1160,1800128578,13
1160,1800021319,13
1160,1802761123,13
1161,1800071079,13
1161,1808411996,13
1161,1808405164,13
1161,1800018938,13
1161,1800234527,13
1162,1800112611,13
1162,1800128578,13
1162,1800228205,13
1162,1800105827,13
1162,1800228066,13
1163,1800025551,13
1163,1800020307,13
1163,1802814933,13
1163,1800279640,13
1163,1800102405,13
1164,1800155580,13
1164,1807426893,13
1164,1808405048,13
1164,1804329549,13
1164,1804770389,13
1165,1800115893,13
1165,1808404010,13
1165,1800223031,13
1165,1807812168,13
1165,1807426884,13
1166,1800024398,13
1166,1802834401,13
1166,1800049735,13
1166,1800353550,13
1166,1800228066,13
1167,1800107656,13
1167,1800353825,13
1167,1800353483,13
1167,1808404010,13
1167,1800228066,13
1168,1800048705,13
1168,1800071079,13
1168,1808405164,13
1168,1800025486,13
1168,1800137971,13
1169,1800070006,13
1169,1800223031,13
1169,1800054624,13
1169,1800021319,13
1169,1800350475,13
1170,1807866485,13
1170,1800148868,13
1170,1800025366,13
1170,1800341322,13
1170,1800071536,13
1171,1800070046,13
1171,1800026459,13
1171,1800223031,13
1171,0,13
1171,1800261144,13
1172,1800057624,13
1172,1804019318,13
1172,1808404450,13
1172,1800223031,13
1172,1800161887,13
1173,1800112611,13
1173,1808405164,13
1173,1807816315,13
1173,1800057624,13
1173,1800228066,13
1174,1800106663,13
1174,1807455667,13
1174,1800223031,13
1174,1804383582,13
1174,1800064784,13
1175,1802834401,13
1175,1800261950,13
1175,1800229750,13
1175,1800020522,13
1175,1800025371,13
1176,1800235955,13
1176,1800205324,13
1176,1800103151,13
1176,1804383744,13
1176,1800350465,13
1177,1808410360,13
1177,1800268955,13
1177,1808405308,13
1177,1800291767,13
1177,1800195659,13
1178,1800195659,13
1178,1800019316,13
1178,1800361191,13
1178,1800223031,13
1178,1808419749,13
1179,1808404010,13
1179,1800021319,13
1179,1800350475,13
1179,1800057086,13
1179,1800021339,13
1180,1800341693,13
1180,1808433117,13
1180,1807657195,13
1180,1804707629,13
1180,1808435938,13
1181,1808405250,13
1181,1804133346,13
1181,1804770389,13
1181,1800020522,13
1181,1800228066,13
1182,1800134432,13
1182,1800113629,13
1182,1803248906,13
1182,1800223031,13
1182,1800195659,13
1183,1800118146,13
1183,1808405164,13
1183,1800019337,13
1183,1808419749,13
1183,1800020522,13
1184,1800350475,13
1184,1800245829,13
1184,1800025371,13
1184,1800228066,13
1184,1800353545,13
1185,1800228066,13
1185,1800064784,13
1185,1802761123,13
1185,0,13
1185,1800245829,13
1186,1800198675,13
1186,1800182038,13
1186,1800103151,13
1186,1800552752,13
1186,1800019257,13
1187,1807565371,13
1187,1800037822,13
1187,1800128062,13
1187,1808439408,13
1187,1800194750,13
1188,1800229631,13
1188,1800071536,13
1188,1800024275,13
1188,1807426893,13
1188,1800233344,13
1189,1800353749,13
1189,1800043163,13
1189,1808472690,13
1189,1800022106,13
1189,1800234527,13
1190,1800198688,13
1190,1800252048,13
1190,1800065666,13
1190,1800018999,13
1190,1800120902,13
1191,1800143814,13
1191,1800018810,13
1191,1804408964,13
1191,1800021319,13
1191,1807426893,13
1192,1800419889,13
1192,1808419749,13
1192,1800043163,13
1192,1800229750,13
1192,1800025551,13
1193,1804090611,13
1193,1800025462,13
1193,1800025551,13
1193,1800027973,13
1193,1800035718,13
1194,1800228066,13
1194,1804329632,13
1194,1800072405,13
1194,1800070872,13
1194,1800245829,13
1195,1808403836,13
1195,1800025366,13
1195,1800228066,13
1195,1800099342,13
1195,1807800000,13
1196,1807426897,13
1196,1807426893,13
1196,1800021319,13
1196,0,13
1196,1800021339,13
1197,1800353749,13
1197,1800020489,13
1197,1800340802,13
1197,1804770389,13
1197,1800228066,13
1198,1800114635,13
1198,1804383671,13
1198,1804329632,13
1198,1808418956,13
1198,1800074038,13
1199,1800057265,13
1199,1800340322,13
1199,1800223031,13
1199,1804364755,13
1199,1800245898,13
1200,1800233344,13
1200,1800353825,13
1200,1800125435,13
1200,1800025366,13
1200,1807426893,13
1201,1800019267,13
1201,1804476870,13
1201,1808419749,13
1201,1800353545,13
1201,1807776248,13
1202,1808429530,13
1202,1800018964,13
1202,1800026767,13
1202,1800228066,13
1202,1800105827,13
1203,1800018999,13
1203,1800223031,13
1203,1800228066,13
1203,1802761123,13
1203,1800125964,13
1204,1808435938,13
1204,1800195659,13
1204,1807565371,13
1204,1800022089,13
1204,1800137971,13
1205,1807426893,13
1205,1800018964,13
1205,1800107656,13
1205,1800025366,13
1205,1800137971,13
1206,1800071079,13
1206,1808405325,13
1206,1808405164,13
1206,1800022089,13
1206,1800228066,13
1207,1800024141,13
1207,1800340322,13
1207,1802814933,13
1207,1800026443,13
1207,1800020133,13
1208,1808455533,13
1208,1800022089,13
1208,1800025551,13
1208,1800099342,13
1208,1800247298,13
1209,1800340649,13
1209,1800070006,13
1209,1800182364,13
1209,1808416695,13
1209,1800340322,13
1210,1800025762,13
1210,1800353749,13
1210,1800019267,13
1210,1800228066,13
1210,1800353825,13
1211,1800053311,13
1211,1804857429,13
1211,1807565371,13
1211,1807426890,13
1211,1807634517,13
1212,1808404018,13
1212,1800120902,13
1212,1800245898,13
1212,1800021319,13
1212,1800072405,13
1213,1800101018,13
1213,1808404439,13
1213,1807858511,13
1213,1800235955,13
1213,1800192737,13
1214,1800245313,13
1214,1807743675,13
1214,1800361191,13
1214,1800025551,13
1214,1800054624,13
1215,1800174462,13
1215,1800350475,13
1215,1804361439,13
1215,1800057086,13
1215,1807426893,13
1216,1800020522,13
1216,1800126702,13
1216,1800020507,13
1216,1807800000,13
1216,1800353559,13
1217,1807858489,13
1217,1800018978,13
1217,1800103151,13
1217,1800223031,13
1217,1800064784,13
1218,1807776039,13
1218,1800204253,13
1218,1800112611,13
1218,1800353749,13
1218,1804516780,13
1219,1800120902,13
1219,1800421049,13
1219,1800111258,13
1219,1807592178,13
1219,1800019665,13
1220,1800103151,13
1220,1800341693,13
1220,1800353559,13
1220,1800182038,13
1220,1800121659,13
1221,1800183448,13
1221,1800019304,13
1221,1800353749,13
1221,1800353825,13
1221,1808429530,13
1222,1800112667,13
1222,1800025778,13
1222,1800019337,13
1222,1800112611,13
1222,1800128578,13
1223,1800161887,13
1223,1800018964,13
1223,1800340322,13
1223,1800222974,13
1223,1800169438,13
1224,1800076081,13
1224,1800361191,13
1224,1800048705,13
1224,1804861092,13
1224,1800041299,13
1225,1800043163,13
1225,1800019214,13
1225,1800350475,13
1225,1800023786,13
1225,1800025371,13
1226,1800233344,13
1226,1800223031,13
1226,1808414381,13
1226,1800245829,13
1226,1800054624,13
1227,1804329632,13
1227,1800353749,13
1227,1800043163,13
1227,1800022089,13
1227,1800025371,13
1228,1804329632,13
1228,1800025371,13
1228,1807858511,13
1228,1800233344,13
1228,1800071536,13
1229,1800026459,13
1229,1800245829,13
1229,1800113164,13
1229,1807426884,13
1229,1800021319,13
1230,1800021339,13
1230,1807426884,13
1230,1804738128,13
1230,1800245829,13
1230,1800102975,13
1231,1802814933,13
1231,1800223031,13
1231,1800020345,13
1231,1800182038,13
1231,1800245898,13
1232,1800018857,13
1232,1800057086,13
1232,1800072405,13
1232,1800021319,13
1232,1800021339,13
1233,1800107656,13
1233,1800222974,13
1233,1800223031,13
1233,1800103151,13
1233,1800071965,13
1234,1800353825,13
1234,1800154367,13
1234,1800134432,13
1234,1800195659,13
1234,1802814933,13
1235,1808404398,13
1235,1800223031,13
1235,1800019218,13
1235,1808406642,13
1235,1800228066,13
1236,1802814933,13
1236,1800103151,13
1236,1800223031,13
1236,1800350475,13
1236,1800136265,13
1237,1800134432,13
1237,1804090611,13
1237,1802821120,13
1237,1800103151,13
1237,1808433117,13
1238,1807859436,13
1238,1800223031,13
1238,1803470400,13
1238,1800174462,13
1238,1800064784,13
1239,1800340322,13
1239,1800090239,13
1239,1800072405,13
1239,1807426893,13
1239,1807426884,13
1240,1800021630,13
1240,1800223031,13
1240,1800233344,13
1240,1808404010,13
1240,1800228066,13
1241,1802814933,13
1241,1800223031,13
1241,1808393853,13
1241,1808396403,13
1241,1802834401,13
1242,1800018964,13
1242,1800025366,13
1242,1800353749,13
1242,1800022096,13
1242,1800137971,13
1243,1800342224,13
1243,1802957351,13
1243,1808413042,13
1243,1808419742,13
1243,1800181058,13
1244,1800026322,13
1244,1800137982,13
1244,1800103039,13
1244,1804861092,13
1244,1800071790,13
1245,1800212880,13
1245,1800057265,13
1245,1800120902,13
1245,1800223031,13
1245,1800228066,13
1246,1800025551,13
1246,1800025371,13
1246,1800043163,13
1246,1808404010,13
1246,1800228066,13
1247,1800019695,13
1247,1800028321,13
1247,1808411996,13
1247,1800022106,13
1247,1800340322,13
1248,1800026055,13
1248,1800353749,13
1248,1800350465,13
1248,1800252242,13
1248,1800234527,13
1249,1804383744,13
1249,1808396403,13
1249,1800223031,13
1249,1800182038,13
1249,1800228066,13
1250,1800057265,13
1250,1800070006,13
1250,1800103151,13
1250,1800113164,13
1250,1800082735,13
1251,1800244920,13
1251,1800062915,13
1251,1800223031,13
1251,1800192965,13
1251,1800019304,13
1252,1800341783,13
1252,1800071790,13
1252,1802834401,13
1252,1800244920,13
1252,1807816302,13
1253,1800071079,13
1253,1808396034,13
1253,1800019201,13
1253,1800025366,13
1253,1800099342,13
1254,1800057624,13
1254,1802814933,13
1254,1800235955,13
1254,1800026459,13
1254,1800223031,13
1255,1800106663,13
1255,1800022106,13
1255,1800216534,13
1255,1802814933,13
1255,1800195659,13
1256,1800222974,13
1256,1804318783,13
1256,1807812168,13
1256,1804365319,13
1256,1800350475,13
1257,1800159124,13
1257,1800018810,13
1257,1800143814,13
1257,1800071536,13
1257,1800021339,13
1258,1800022345,13
1258,1808431865,13
1258,1804476870,13
1258,1800019304,13
1258,1800212014,13
1259,1800057265,13
1259,1800268955,13
1259,1800070006,13
1259,1800228066,13
1259,1807579301,13
1260,1800134432,13
1260,1800103151,13
1260,1800195659,13
1260,1800108522,13
1260,1800035718,13
1261,1800353825,13
1261,1803453994,13
1261,1800353749,13
1261,1803242172,13
1261,1800212014,13
1262,1800112926,13
1262,1805535154,13
1262,1807776022,13
1262,1800244920,13
1262,1800044583,13
1263,1800061629,13
1263,1800095380,13
1263,1800019695,13
1263,1800182038,13
1263,1800322038,13
1264,1800043163,13
1264,1808406642,13
1264,1800229750,13
1264,1800022096,13
1264,1800228066,13
1265,1800233344,13
1265,1800105827,13
1265,1800025551,13
1265,1800228066,13
1265,1800022106,13
1266,1807645166,13
1266,1800247298,13
1266,1807432836,13
1266,1800173371,13
1266,1800071536,13
1267,1800353825,13
1267,1800022345,13
1267,1807816315,13
1267,1800022096,13
1267,1800229750,13
1268,1807565371,13
1268,1800353825,13
1268,1800353749,13
1268,1800022089,13
1268,1800020507,13
1269,1800022106,13
1269,1808465878,13
1269,1800019337,13
1269,1800054624,13
1269,1808411996,13
1270,1800057265,13
1270,1800228066,13
1270,1800236989,13
1270,1800120902,13
1270,1804383575,13
1271,1800103151,13
1271,1800082735,13
1271,1800018964,13
1271,1807751013,13
1271,1800245829,13
1272,1800107656,13
1272,1800023786,13
1272,1800350475,13
1272,1800022106,13
1272,1800025371,13
1273,1807776036,13
1273,1802821765,13
1273,1804713420,13
1273,1800022106,13
1273,1800228066,13
1274,1800071079,13
1274,1804318786,13
1274,1807816004,13
1274,1805537889,13
1274,1807816302,13
1275,1800353550,13
1275,1800057265,13
1275,1800072614,13
1275,1807437044,13
1275,1800223031,13
1276,1800085519,13
1276,1800088651,13
1276,1800223031,13
1276,1804383671,13
1276,1800072614,13
1277,1800022982,13
1277,1800071079,13
1277,1800249512,13
1277,1800088353,13
1277,1800182364,13
1278,1800025366,13
1278,1800183197,13
1278,1808403975,13
1278,1800042778,13
1278,1800019316,13
1279,1800026443,13
1279,1800183448,13
1279,1808396034,13
1279,1808455533,13
1279,1804133343,13
1280,1800071965,13
1280,1800256716,13
1280,1800025607,13
1280,1807426893,13
1280,1800021539,13
1281,1800216534,13
1281,1800195659,13
1281,1800082735,13
1281,1800103151,13
1281,1800022089,13
1282,1800025551,13
1282,1807816315,13
1282,1803453994,13
1282,1800019388,13
1282,1804713420,13
1283,1808411888,13
1283,1800229750,13
1283,1800020586,13
1283,1800165355,13
1283,1800245829,13
1284,1800113629,13
1284,1800072148,13
1284,1800136933,13
1284,1800134432,13
1284,1800019267,13
1285,1800019665,13
1285,1800253182,13
1285,1800019214,13
1285,1800228066,13
1285,1800025371,13
1286,1800096752,13
1286,1800317050,13
1286,1808405164,13
1286,1800353749,13
1286,1808406642,13
1287,1800350475,13
1287,1800228066,13
1287,1800018964,13
1287,1800022096,13
1287,1800020507,13
1288,1800026767,13
1288,1800223031,13
1288,1808503574,13
1288,1804383744,13
1288,1800120902,13
1289,1800019337,13
1289,1807657647,13
1289,1800022229,13
1289,1800353550,13
1289,1800025371,13
1290,1804383678,13
1290,1800245898,13
1290,1800018857,13
1290,1800021319,13
1290,1807426884,13
1291,1800300938,13
1291,1800022026,13
1291,1800022700,13
1291,1800182364,13
1291,1800103151,13
1292,1800062697,13
1292,1800222974,13
1292,1800235955,13
1292,1800363151,13
1292,1800120902,13
1293,1804133346,13
1293,1800019337,13
1293,1800244920,13
1293,1808405164,13
1293,1800353749,13
1294,1802814933,13
1294,1800018999,13
1294,1800223031,13
1294,1800028321,13
1294,1808429530,13
1295,1800195659,13
1295,1803248906,13
1295,1800223031,13
1295,1800161887,13
1295,1800340649,13
1296,1800223031,13
1296,1800353825,13
1296,1804383671,13
1296,1800071790,13
1296,1800103151,13
1297,1800087601,13
1297,1800245419,13
1297,1800229631,13
1297,1800070133,13
1297,1800183637,13
1298,1800019304,13
1298,1800043163,13
1298,1800112611,13
1298,1807800000,13
1298,1800228066,13
1299,1800182364,13
1299,1800227783,13
1299,1800080795,13
1299,1800043163,13
1299,1800155580,13
1300,1800035407,13
1300,1804471389,13
1300,1800024141,13
1300,1800245898,13
1300,1808467432,13
1301,1800147492,13
1301,1800139450,13
1301,1800361191,13
1301,1800363151,13
1301,1800350465,13
1302,1802814933,13
1302,1800018916,13
1302,1800018999,13
1302,1800125964,13
1302,1800095415,13
1303,1804329632,13
1303,1800229750,13
1303,1800043163,13
1303,1804738128,13
1303,1800025371,13
1304,1804383671,13
1304,1807816315,13
1304,1804329632,13
1304,1807816302,13
1304,1800083083,13
1305,1804329632,13
1305,1800043163,13
1305,1807426893,13
1305,1800022089,13
1305,1800099342,13
1306,1800381572,13
1306,1800131296,13
1306,1802814933,13
1306,1800133836,13
1306,1800082735,13
1307,1800256104,13
1307,1800245829,13
1307,1800350475,13
1307,1807426886,13
1307,1802834401,13
1308,1800071079,13
1308,1800264367,13
1308,1808456270,13
1308,1808491551,13
1308,1800223031,13
1309,1800159124,13
1309,1800143814,13
1309,1800261950,13
1309,1800021319,13
1309,1804383575,13
1310,1804329632,13
1310,1800043163,13
1310,1800022145,13
1310,1800025371,13
1310,1800362899,13
1311,1800022089,13
1311,1800103151,13
1311,1800195515,13
1311,1807812137,13
1311,1800245898,13
1312,1800205324,13
1312,1802814933,13
1312,1800182364,13
1312,1800182038,13
1312,1800027973,13
1313,1807793661,13
1313,1800469479,13
1313,1800025371,13
1313,1808406642,13
1313,1800228066,13
1314,1800141720,13
1314,1808411996,13
1314,1800019214,13
1314,1800057265,13
1314,1807463608,13
1315,1800085593,13
1315,1800112667,13
1315,1802834401,13
1315,1800025457,13
1315,1800027973,13
1316,1800099328,13
1316,1800103151,13
1316,1800092481,13
1316,1800279640,13
1316,1800102855,13
1317,1804329632,13
1317,1800021339,13
1317,1807426893,13
1317,1800182038,13
1317,1800363151,13
1318,1800024141,13
1318,1807812170,13
1318,1800057265,13
1318,1800018623,13
1318,1800113164,13
1319,1800195659,13
1319,1800223031,13
1319,1800420000,13
1319,1800025223,13
1319,1800340358,13
1320,1808402918,13
1320,1800018632,13
1320,1800182364,13
1320,1800023786,13
1320,1800252514,13
1321,1800022229,13
1321,1808406642,13
1321,0,13
1321,1800353545,13
1321,1800228066,13
1322,1804707629,13
1322,1800261950,13
1322,1808405082,13
1322,1800022106,13
1322,1808404010,13
1323,1800249529,13
1323,1808491635,13
1323,1804851373,13
1323,1804707629,13
1323,1800223031,13
1324,1800062915,13
1324,1800024967,13
1324,1802814933,13
1324,1808409320,13
1324,1800182038,13
1325,1800340927,13
1325,1800019304,13
1325,1800353488,13
1325,1800205324,13
1325,1804383671,13
1326,1804329632,13
1326,1800258858,13
1326,1800353749,13
1326,1800025371,13
1326,1800350475,13
1327,1808405164,13
1327,1800134432,13
1327,1802816711,13
1327,1800019316,13
1327,1800128062,13
1328,1800072614,13
1328,1802814933,13
1328,1800228066,13
1328,1800350475,13
1328,1800174285,13
1329,1800026459,13
1329,1800245829,13
1329,1807761085,13
1329,1800363151,13
1329,1800021339,13
1330,1807634517,13
1330,1800103151,13
1330,1800114635,13
1330,1804861092,13
1330,1800318700,13
1331,1804364753,13
1331,1804383575,13
1331,1804383744,13
1331,1802761123,13
1331,1800248377,13
1332,1800124151,13
1332,1800204320,13
1332,1800233344,13
1332,1800245898,13
1332,1800025551,13
1333,1800019244,13
1333,1800024255,13
1333,1800233344,13
1333,1800291767,13
1333,1800350475,13
1334,1800088651,13
1334,1808405164,13
1334,1800340965,13
1334,1800228066,13
1334,1800033734,13
1335,1800096752,13
1335,1800051995,13
1335,1800119695,13
1335,1800021339,13
1335,1804383559,13
1336,1800023786,13
1336,1808405325,13
1336,1800355643,13
1336,1800019111,13
1336,1807745508,13
1337,1800070046,13
1337,1800057265,13
1337,1800223031,13
1337,1800018810,13
1337,1804383744,13
1338,1800261904,13
1338,1800172505,13
1338,1800024386,13
1338,1800131296,13
1338,1800064784,13
1339,1803242042,13
1339,1800025371,13
1339,1804329632,13
1339,1800022089,13
1339,1800022145,13
1340,1800350475,13
1340,1800018810,13
1340,1804364753,13
1340,1800021319,13
1340,1800021339,13
1341,1800101011,13
1341,1800018623,13
1341,1808455533,13
1341,1800228066,13
1341,1800350842,13
1342,1800025551,13
1342,1800043163,13
1342,1808472690,13
1342,1800234527,13
1342,1804851373,13
1343,1800019214,13
1343,1808496615,13
1343,1808473714,13
1343,1800022106,13
1343,1807776058,13
1344,1800021513,13
1344,1800071536,13
1344,1800020374,13
1344,1800233344,13
1344,1800244920,13
1345,1800024398,13
1345,1800099342,13
1345,1800128578,13
1345,1808403836,13
1345,1800228066,13
1346,1800150158,13
1346,1800071079,13
1346,1800019304,13
1346,1800134855,13
1346,1800018810,13
1347,1800182364,13
1347,1800093038,13
1347,1800018999,13
1347,1800118512,13
1347,1802814933,13
1348,1800068492,13
1348,1800062915,13
1348,1808450790,13
1348,1800026459,13
1348,1800018964,13
1349,1800243088,13
1349,1800020928,13
1349,1800197968,13
1349,1800245829,13
1349,1800228066,13
1350,1808404384,13
1350,1800019023,13
1350,1800025223,13
1350,1800026459,13
1350,1800223031,13
1351,1800025551,13
1351,1800049735,13
1351,1802760268,13
1351,1800228066,13
1351,1800350475,13
1352,1800019187,13
1352,1804857429,13
1352,1807634444,13
1352,1800023777,13
1352,1800022145,13
1353,1800268955,13
1353,1800228066,13
1353,1800120902,13
1353,1800113164,13
1353,1807761085,13
1354,1804094865,13
1354,1800082011,13
1354,1800018999,13
1354,1800030336,13
1354,1807816315,13
1355,1800054624,13
1355,1800019214,13
1355,1800139746,13
1355,1800022106,13
1355,1800228066,13
1356,1800228066,13
1356,1800350475,13
1356,1804383585,13
1356,1800057086,13
1356,1800026443,13
1357,1808487377,13
1357,1804329632,13
1357,1800025551,13
1357,1808429530,13
1357,1800062697,13
1358,1800111258,13
1358,1800229750,13
1358,1808419749,13
1358,1800350475,13
1358,1800043163,13
1359,1800082011,13
1359,1800025366,13
1359,1800318700,13
1359,1800020981,13
1359,1804094865,13
1360,1800080788,13
1360,1800022089,13
1360,1800182293,13
1360,1800228066,13
1360,1800024141,13
1361,1802821120,13
1361,1807776067,13
1361,1808492635,13
1361,1800103151,13
1361,1807816315,13
1362,1804329632,13
1362,1800043163,13
1362,1800229750,13
1362,1800228066,13
1362,1800025371,13
1363,1800024255,13
1363,1800086234,13
1363,1800072614,13
1363,1800233344,13
1363,1800228066,13
1364,1800128578,13
1364,1800174462,13
1364,1804361439,13
1364,1800363151,13
1364,1808415451,13
1365,1800062820,13
1365,1804094932,13
1365,1800233344,13
1365,1808405164,13
1365,1807565371,13
1366,1800126187,13
1366,1807784268,13
1366,1800100636,13
1366,1804361439,13
1366,1800082735,13
1367,1805535170,13
1367,1800244920,13
1367,1802814933,13
1367,1800071536,13
1367,1800198688,13
1368,1800099442,13
1368,1802814933,13
1368,1800155161,13
1368,1800103151,13
1368,1800018916,13
1369,1800182293,13
1369,1800223031,13
1369,1800103151,13
1369,1800026582,13
1369,1800120902,13
1370,1800028321,13
1370,1800233344,13
1370,1808411870,13
1370,1800340322,13
1370,1800223031,13
1371,1800183448,13
1371,1808405325,13
1371,1800341783,13
1371,1800019191,13
1371,1800258464,13
1372,1800340965,13
1372,1804170974,13
1372,1800100636,13
1372,1800090239,13
1372,1800099377,13
1373,1800055909,13
1373,1800340322,13
1373,1800019337,13
1373,1800025366,13
1373,1800228066,13
1374,1804383744,13
1374,1808439335,13
1374,1800071079,13
1374,1800223031,13
1374,1804867339,13
1375,1800022229,13
1375,1800021290,13
1375,1800023786,13
1375,1800022106,13
1375,1800229750,13
1376,1800419971,13
1376,1800120730,13
1376,1800155580,13
1376,1800353749,13
1376,1800252497,13
1377,1808396025,13
1377,1800022089,13
1377,1800227659,13
1377,1800361191,13
1377,1800244920,13
1378,1800245898,13
1378,1800020522,13
1378,1800125214,13
1378,1800022089,13
1378,1808473714,13
1379,1804398726,13
1379,1800071790,13
1379,1800025345,13
1379,1800062697,13
1379,1800183448,13
1380,1800071079,13
1380,1800022026,13
1380,1800340284,13
1380,1808411888,13
1380,1802814933,13
1381,1800070006,13
1381,1800223031,13
1381,1800070046,13
1381,1807530235,13
1381,1807579301,13
1382,1807426893,13
1382,1800143783,13
1382,1800182038,13
1382,1800021319,13
1382,1807426884,13
1383,1800062820,13
1383,1808427800,13
1383,1808405250,13
1383,1800104151,13
1383,1800353545,13
1384,1800024381,13
1384,1804170974,13
1384,1800019214,13
1384,1800020102,13
1384,1804329632,13
1385,1800019927,13
1385,1800118146,13
1385,1800019910,13
1385,1808404439,13
1385,1807657195,13
1386,1808491635,13
1386,1800367822,13
1386,1800080788,13
1386,1800444902,13
1386,1800223031,13
1387,1807799951,13
1387,1800025371,13
1387,1800261928,13
1387,1800022089,13
1387,1800234527,13
1388,1802823130,13
1388,1804861092,13
1388,1804398726,13
1388,1800074275,13
1388,1800106472,13
1389,1800020764,13
1389,1807426893,13
1389,1808405164,13
1389,1800093038,13
1389,1800020507,13
1390,1804383559,13
1390,1807426893,13
1390,1800248377,13
